src,dst,edge_type,weight,attributes
AC001930,AC001836,TRANSFERS_TO,4.1978,"{""total_amount_inr"": 65541}"
AC001337,AC000637,TRANSFERS_TO,5.2734,"{""total_amount_inr"": 194077}"
AC000154,AC002002,TRANSFERS_TO,4.8901,"{""total_amount_inr"": 131966}"
AC000305,AC001062,TRANSFERS_TO,4.4805,"{""total_amount_inr"": 87279}"
AC001837,AC001118,TRANSFERS_TO,4.2114,"{""total_amount_inr"": 66451}"
AC001945,AC001408,TRANSFERS_TO,4.3677,"{""total_amount_inr"": 77859}"
AC001772,AC001820,TRANSFERS_TO,4.7705,"{""total_amount_inr"": 116978}"
AC000257,AC001966,TRANSFERS_TO,0.7115,"{""total_amount_inr"": 1037}"
AC001008,AC001806,TRANSFERS_TO,2.9756,"{""total_amount_inr"": 18602}"
AC000031,AC001090,TRANSFERS_TO,4.4621,"{""total_amount_inr"": 85673}"
AC001854,AC001957,TRANSFERS_TO,4.6753,"{""total_amount_inr"": 106264}"
AC001959,AC000058,TRANSFERS_TO,3.7614,"{""total_amount_inr"": 42007}"
AC000765,AC000918,TRANSFERS_TO,4.2455,"{""total_amount_inr"": 68792}"
AC001001,AC000046,TRANSFERS_TO,4.5933,"{""total_amount_inr"": 97818}"
AC000908,AC000303,TRANSFERS_TO,2.1976,"{""total_amount_inr"": 8003}"
AC001637,AC000406,TRANSFERS_TO,4.606,"{""total_amount_inr"": 99084}"
AC001943,AC000132,TRANSFERS_TO,2.7652,"{""total_amount_inr"": 14882}"
AC001776,AC001896,TRANSFERS_TO,4.7038,"{""total_amount_inr"": 109368}"
AC001749,AC000120,TRANSFERS_TO,4.45,"{""total_amount_inr"": 84629}"
AC001327,AC001645,TRANSFERS_TO,3.7271,"{""total_amount_inr"": 40558}"
AC000850,AC000386,TRANSFERS_TO,5.1102,"{""total_amount_inr"": 164702}"
AC001439,AC000025,TRANSFERS_TO,4.6305,"{""total_amount_inr"": 101565}"
AC001919,AC000297,TRANSFERS_TO,3.8629,"{""total_amount_inr"": 46603}"
AC001471,AC000993,TRANSFERS_TO,4.3969,"{""total_amount_inr"": 80199}"
AC000701,AC000912,TRANSFERS_TO,3.2279,"{""total_amount_inr"": 24227}"
AC000337,AC000928,TRANSFERS_TO,4.4805,"{""total_amount_inr"": 87282}"
AC000843,AC001606,TRANSFERS_TO,2.4715,"{""total_amount_inr"": 10840}"
AC000618,AC000599,TRANSFERS_TO,5.2207,"{""total_amount_inr"": 184060}"
AC001940,AC001818,TRANSFERS_TO,4.8622,"{""total_amount_inr"": 128306}"
AC000464,AC000782,TRANSFERS_TO,3.1477,"{""total_amount_inr"": 22282}"
AC001377,AC001385,TRANSFERS_TO,2.0914,"{""total_amount_inr"": 7096}"
AC001018,AC001754,TRANSFERS_TO,4.385,"{""total_amount_inr"": 79242}"
AC000523,AC000242,TRANSFERS_TO,4.7935,"{""total_amount_inr"": 119726}"
AC001732,AC001223,TRANSFERS_TO,4.8323,"{""total_amount_inr"": 124504}"
AC002043,AC000466,TRANSFERS_TO,2.7534,"{""total_amount_inr"": 14696}"
AC000296,AC000730,TRANSFERS_TO,5.0575,"{""total_amount_inr"": 156190}"
AC000681,AC000741,TRANSFERS_TO,3.9741,"{""total_amount_inr"": 52202}"
AC000008,AC000421,TRANSFERS_TO,3.6156,"{""total_amount_inr"": 36174}"
AC001992,AC000695,TRANSFERS_TO,3.6502,"{""total_amount_inr"": 37482}"
AC001990,AC001401,TRANSFERS_TO,2.8501,"{""total_amount_inr"": 16290}"
AC001773,AC000141,TRANSFERS_TO,4.4404,"{""total_amount_inr"": 83809}"
AC000119,AC002058,TRANSFERS_TO,4.3548,"{""total_amount_inr"": 76850}"
AC001857,AC001805,TRANSFERS_TO,2.6036,"{""total_amount_inr"": 12512}"
AC000872,AC001157,TRANSFERS_TO,4.0448,"{""total_amount_inr"": 56102}"
AC000277,AC001871,TRANSFERS_TO,4.8142,"{""total_amount_inr"": 122245}"
AC001993,AC001033,TRANSFERS_TO,3.8085,"{""total_amount_inr"": 44082}"
AC000457,AC000525,TRANSFERS_TO,4.0509,"{""total_amount_inr"": 56448}"
AC001667,AC001911,TRANSFERS_TO,4.4501,"{""total_amount_inr"": 84635}"
AC000652,AC001260,TRANSFERS_TO,3.4833,"{""total_amount_inr"": 31566}"
AC000109,AC000349,TRANSFERS_TO,4.6648,"{""total_amount_inr"": 105141}"
AC000693,AC001176,TRANSFERS_TO,4.8981,"{""total_amount_inr"": 133030}"
AC000934,AC001160,TRANSFERS_TO,5.2694,"{""total_amount_inr"": 193302}"
AC001892,AC000883,TRANSFERS_TO,3.09,"{""total_amount_inr"": 20978}"
AC001181,AC001117,TRANSFERS_TO,4.6984,"{""total_amount_inr"": 108775}"
AC000274,AC000761,TRANSFERS_TO,4.9608,"{""total_amount_inr"": 141707}"
AC000581,AC001367,TRANSFERS_TO,0.2005,"{""total_amount_inr"": 222}"
AC001635,AC001572,TRANSFERS_TO,4.47,"{""total_amount_inr"": 86359}"
AC000125,AC000373,TRANSFERS_TO,5.2934,"{""total_amount_inr"": 198013}"
AC000884,AC001585,TRANSFERS_TO,2.5491,"{""total_amount_inr"": 11795}"
AC001983,AC001046,TRANSFERS_TO,3.5659,"{""total_amount_inr"": 34371}"
AC001720,AC001399,TRANSFERS_TO,4.5135,"{""total_amount_inr"": 90237}"
AC000378,AC001379,TRANSFERS_TO,4.194,"{""total_amount_inr"": 65288}"
AC000825,AC001951,TRANSFERS_TO,4.4183,"{""total_amount_inr"": 81959}"
AC001165,AC000560,TRANSFERS_TO,3.8281,"{""total_amount_inr"": 44973}"
AC001931,AC001246,TRANSFERS_TO,5.2352,"{""total_amount_inr"": 186775}"
AC000645,AC000433,TRANSFERS_TO,4.2426,"{""total_amount_inr"": 68589}"
AC000360,AC000508,TRANSFERS_TO,4.9684,"{""total_amount_inr"": 142800}"
AC001343,AC001121,TRANSFERS_TO,5.0463,"{""total_amount_inr"": 154451}"
AC001060,AC000794,TRANSFERS_TO,5.27,"{""total_amount_inr"": 193424}"
AC000449,AC000282,TRANSFERS_TO,4.2993,"{""total_amount_inr"": 72646}"
AC000624,AC001357,TRANSFERS_TO,2.1601,"{""total_amount_inr"": 7672}"
AC001093,AC001408,TRANSFERS_TO,4.7792,"{""total_amount_inr"": 118014}"
AC000552,AC001643,TRANSFERS_TO,1.6855,"{""total_amount_inr"": 4395}"
AC001831,AC001525,TRANSFERS_TO,4.6786,"{""total_amount_inr"": 106619}"
AC001018,AC001901,TRANSFERS_TO,4.5106,"{""total_amount_inr"": 89975}"
AC002042,AC000705,TRANSFERS_TO,3.4158,"{""total_amount_inr"": 29440}"
AC001549,AC001217,TRANSFERS_TO,2.5487,"{""total_amount_inr"": 11790}"
AC001847,AC002053,TRANSFERS_TO,2.3872,"{""total_amount_inr"": 9883}"
AC001253,AC001799,TRANSFERS_TO,4.6456,"{""total_amount_inr"": 103130}"
AC001345,AC000499,TRANSFERS_TO,4.585,"{""total_amount_inr"": 97000}"
AC001022,AC000708,TRANSFERS_TO,5.1675,"{""total_amount_inr"": 174482}"
AC002038,AC001013,TRANSFERS_TO,3.3458,"{""total_amount_inr"": 27382}"
AC000235,AC001796,TRANSFERS_TO,5.001,"{""total_amount_inr"": 147557}"
AC001233,AC001915,TRANSFERS_TO,5.1979,"{""total_amount_inr"": 179891}"
AC001728,AC001737,TRANSFERS_TO,5.2982,"{""total_amount_inr"": 198986}"
AC001178,AC001800,TRANSFERS_TO,4.7884,"{""total_amount_inr"": 119111}"
AC001829,AC001245,TRANSFERS_TO,5.2179,"{""total_amount_inr"": 183553}"
AC000592,AC001903,TRANSFERS_TO,4.316,"{""total_amount_inr"": 73887}"
AC001310,AC000367,TRANSFERS_TO,4.0174,"{""total_amount_inr"": 54554}"
AC000276,AC001073,TRANSFERS_TO,4.7537,"{""total_amount_inr"": 115009}"
AC000730,AC001021,TRANSFERS_TO,3.3649,"{""total_amount_inr"": 27931}"
AC000337,AC001390,TRANSFERS_TO,5.2453,"{""total_amount_inr"": 188675}"
AC000643,AC001020,TRANSFERS_TO,3.5924,"{""total_amount_inr"": 35321}"
AC000160,AC001722,TRANSFERS_TO,5.2639,"{""total_amount_inr"": 192242}"
AC000712,AC001788,TRANSFERS_TO,1.232,"{""total_amount_inr"": 2428}"
AC001262,AC000350,TRANSFERS_TO,4.8212,"{""total_amount_inr"": 123108}"
AC001902,AC001313,TRANSFERS_TO,4.2671,"{""total_amount_inr"": 70311}"
AC000765,AC000051,TRANSFERS_TO,4.6604,"{""total_amount_inr"": 104677}"
AC001906,AC000336,TRANSFERS_TO,3.8058,"{""total_amount_inr"": 43959}"
AC000118,AC000060,TRANSFERS_TO,1.8319,"{""total_amount_inr"": 5246}"
AC000639,AC000301,TRANSFERS_TO,4.6566,"{""total_amount_inr"": 104275}"
AC001190,AC001450,TRANSFERS_TO,5.0229,"{""total_amount_inr"": 150847}"
AC001167,AC001224,TRANSFERS_TO,4.9014,"{""total_amount_inr"": 133482}"
AC000020,AC000703,TRANSFERS_TO,3.9736,"{""total_amount_inr"": 52176}"
AC002021,AC001786,TRANSFERS_TO,4.4071,"{""total_amount_inr"": 81031}"
AC000647,AC001166,TRANSFERS_TO,4.96,"{""total_amount_inr"": 141591}"
AC000931,AC000354,TRANSFERS_TO,4.9324,"{""total_amount_inr"": 137712}"
AC001871,AC001960,TRANSFERS_TO,3.381,"{""total_amount_inr"": 28399}"
AC000172,AC000431,TRANSFERS_TO,5.0914,"{""total_amount_inr"": 161614}"
AC000645,AC002054,TRANSFERS_TO,5.2037,"{""total_amount_inr"": 180945}"
AC001031,AC001686,TRANSFERS_TO,4.0786,"{""total_amount_inr"": 58062}"
AC001084,AC000422,TRANSFERS_TO,5.4134,"{""total_amount_inr"": 223397}"
AC001939,AC001364,TRANSFERS_TO,4.5536,"{""total_amount_inr"": 93973}"
AC000313,AC001180,TRANSFERS_TO,1.8065,"{""total_amount_inr"": 5089}"
AC001440,AC002013,TRANSFERS_TO,4.4624,"{""total_amount_inr"": 85695}"
AC001119,AC000836,TRANSFERS_TO,5.0436,"{""total_amount_inr"": 154025}"
AC001869,AC001539,TRANSFERS_TO,1.7469,"{""total_amount_inr"": 4737}"
AC000248,AC001777,TRANSFERS_TO,4.4911,"{""total_amount_inr"": 88216}"
AC000718,AC000124,TRANSFERS_TO,4.7866,"{""total_amount_inr"": 118897}"
AC000630,AC001608,TRANSFERS_TO,3.8313,"{""total_amount_inr"": 45124}"
AC001454,AC000223,TRANSFERS_TO,4.6798,"{""total_amount_inr"": 106746}"
AC001075,AC001849,TRANSFERS_TO,3.9076,"{""total_amount_inr"": 48777}"
AC000857,AC000784,TRANSFERS_TO,5.0708,"{""total_amount_inr"": 158297}"
AC001585,AC001958,TRANSFERS_TO,5.1747,"{""total_amount_inr"": 175751}"
AC001639,AC001663,TRANSFERS_TO,4.9846,"{""total_amount_inr"": 145149}"
AC001543,AC001899,TRANSFERS_TO,4.5605,"{""total_amount_inr"": 94629}"
AC000307,AC001705,TRANSFERS_TO,2.6589,"{""total_amount_inr"": 13281}"
AC000348,AC001961,TRANSFERS_TO,4.0754,"{""total_amount_inr"": 57876}"
AC000241,AC001573,TRANSFERS_TO,5.1344,"{""total_amount_inr"": 168757}"
AC000365,AC000774,TRANSFERS_TO,4.7647,"{""total_amount_inr"": 116297}"
AC000271,AC001902,TRANSFERS_TO,3.813,"{""total_amount_inr"": 44286}"
AC000812,AC000522,TRANSFERS_TO,5.035,"{""total_amount_inr"": 152699}"
AC001749,AC000240,TRANSFERS_TO,4.7645,"{""total_amount_inr"": 116273}"
AC000952,AC000085,TRANSFERS_TO,4.8883,"{""total_amount_inr"": 131727}"
AC001376,AC000502,TRANSFERS_TO,4.7349,"{""total_amount_inr"": 112850}"
AC001792,AC000258,TRANSFERS_TO,4.9084,"{""total_amount_inr"": 134429}"
AC000407,AC001937,TRANSFERS_TO,5.24,"{""total_amount_inr"": 187678}"
AC000845,AC002027,TRANSFERS_TO,4.2093,"{""total_amount_inr"": 66309}"
AC002045,AC000702,TRANSFERS_TO,0.7857,"{""total_amount_inr"": 1194}"
AC001749,AC000579,TRANSFERS_TO,1.6347,"{""total_amount_inr"": 4128}"
AC002051,AC001920,TRANSFERS_TO,3.2289,"{""total_amount_inr"": 24253}"
AC001602,AC001369,TRANSFERS_TO,4.5764,"{""total_amount_inr"": 96164}"
AC000531,AC001538,TRANSFERS_TO,4.751,"{""total_amount_inr"": 114705}"
AC002052,AC001485,TRANSFERS_TO,4.9197,"{""total_amount_inr"": 135960}"
AC001268,AC000476,TRANSFERS_TO,5.0852,"{""total_amount_inr"": 160615}"
AC001996,AC001434,TRANSFERS_TO,3.6517,"{""total_amount_inr"": 37542}"
AC001104,AC001390,TRANSFERS_TO,4.7054,"{""total_amount_inr"": 109539}"
AC001828,AC001717,TRANSFERS_TO,5.2962,"{""total_amount_inr"": 198567}"
AC001578,AC001246,TRANSFERS_TO,4.8641,"{""total_amount_inr"": 128551}"
AC000161,AC000874,TRANSFERS_TO,4.989,"{""total_amount_inr"": 145795}"
AC001094,AC002023,TRANSFERS_TO,4.9762,"{""total_amount_inr"": 143926}"
AC001403,AC001081,TRANSFERS_TO,4.0766,"{""total_amount_inr"": 57945}"
AC001930,AC000275,TRANSFERS_TO,4.2197,"{""total_amount_inr"": 67011}"
AC000046,AC001100,TRANSFERS_TO,4.7227,"{""total_amount_inr"": 111473}"
AC001766,AC002070,TRANSFERS_TO,4.1855,"{""total_amount_inr"": 64724}"
AC002020,AC000297,TRANSFERS_TO,4.8563,"{""total_amount_inr"": 127545}"
AC001129,AC000466,TRANSFERS_TO,5.1944,"{""total_amount_inr"": 179268}"
AC000621,AC001431,TRANSFERS_TO,4.7938,"{""total_amount_inr"": 119755}"
AC001613,AC001903,TRANSFERS_TO,5.2644,"{""total_amount_inr"": 192338}"
AC000516,AC001719,TRANSFERS_TO,5.0121,"{""total_amount_inr"": 149226}"
AC001779,AC001163,TRANSFERS_TO,5.1654,"{""total_amount_inr"": 174099}"
AC001462,AC000296,TRANSFERS_TO,2.9077,"{""total_amount_inr"": 17315}"
AC001456,AC001638,TRANSFERS_TO,4.7247,"{""total_amount_inr"": 111692}"
AC001728,AC000436,TRANSFERS_TO,4.9046,"{""total_amount_inr"": 133915}"
AC001163,AC001720,TRANSFERS_TO,4.7259,"{""total_amount_inr"": 111829}"
AC000204,AC001859,TRANSFERS_TO,4.8251,"{""total_amount_inr"": 123605}"
AC001124,AC001620,TRANSFERS_TO,4.5727,"{""total_amount_inr"": 95807}"
AC001226,AC001927,TRANSFERS_TO,4.0281,"{""total_amount_inr"": 55155}"
AC000792,AC001022,TRANSFERS_TO,4.6101,"{""total_amount_inr"": 99493}"
AC001267,AC002060,TRANSFERS_TO,2.0768,"{""total_amount_inr"": 6979}"
AC000748,AC000946,TRANSFERS_TO,4.413,"{""total_amount_inr"": 81517}"
AC001535,AC002041,TRANSFERS_TO,5.0974,"{""total_amount_inr"": 162588}"
AC001441,AC000858,TRANSFERS_TO,3.9391,"{""total_amount_inr"": 50371}"
AC000329,AC001165,TRANSFERS_TO,5.236,"{""total_amount_inr"": 186926}"
AC001890,AC001864,TRANSFERS_TO,2.797,"{""total_amount_inr"": 15396}"
AC000231,AC001899,TRANSFERS_TO,3.3495,"{""total_amount_inr"": 27488}"
AC001523,AC001128,TRANSFERS_TO,5.2649,"{""total_amount_inr"": 192421}"
AC000428,AC001456,TRANSFERS_TO,4.9039,"{""total_amount_inr"": 133821}"
AC002040,AC000070,TRANSFERS_TO,5.0796,"{""total_amount_inr"": 159708}"
AC001304,AC001941,TRANSFERS_TO,5.1082,"{""total_amount_inr"": 164369}"
AC001411,AC001341,TRANSFERS_TO,5.1758,"{""total_amount_inr"": 175946}"
AC002008,AC001487,TRANSFERS_TO,4.5019,"{""total_amount_inr"": 89184}"
AC001484,AC001407,TRANSFERS_TO,4.4812,"{""total_amount_inr"": 87343}"
AC000895,AC000241,TRANSFERS_TO,4.7297,"{""total_amount_inr"": 112258}"
AC001896,AC000244,TRANSFERS_TO,4.4786,"{""total_amount_inr"": 87115}"
AC001863,AC001340,TRANSFERS_TO,4.9432,"{""total_amount_inr"": 139224}"
AC000502,AC001859,TRANSFERS_TO,3.7586,"{""total_amount_inr"": 41888}"
AC000543,AC001776,TRANSFERS_TO,4.7206,"{""total_amount_inr"": 111233}"
AC001911,AC001642,TRANSFERS_TO,4.7162,"{""total_amount_inr"": 110742}"
AC000761,AC000825,TRANSFERS_TO,4.6916,"{""total_amount_inr"": 108032}"
AC002070,AC001900,TRANSFERS_TO,5.271,"{""total_amount_inr"": 193616}"
AC001942,AC001131,TRANSFERS_TO,3.4599,"{""total_amount_inr"": 30813}"
AC001121,AC000790,TRANSFERS_TO,4.7114,"{""total_amount_inr"": 110212}"
AC000219,AC000580,TRANSFERS_TO,3.8362,"{""total_amount_inr"": 45351}"
AC000733,AC001611,TRANSFERS_TO,3.4213,"{""total_amount_inr"": 29609}"
AC000190,AC001424,TRANSFERS_TO,2.7902,"{""total_amount_inr"": 15284}"
AC002045,AC000664,TRANSFERS_TO,3.9414,"{""total_amount_inr"": 50493}"
AC001814,AC000271,TRANSFERS_TO,4.6188,"{""total_amount_inr"": 100373}"
AC001874,AC000931,TRANSFERS_TO,5.1738,"{""total_amount_inr"": 175577}"
AC001085,AC002055,TRANSFERS_TO,3.8793,"{""total_amount_inr"": 47391}"
AC000850,AC000687,TRANSFERS_TO,4.2405,"{""total_amount_inr"": 68443}"
AC000144,AC001875,TRANSFERS_TO,5.0311,"{""total_amount_inr"": 152108}"
AC001332,AC000022,TRANSFERS_TO,3.2275,"{""total_amount_inr"": 24217}"
AC000525,AC000453,TRANSFERS_TO,4.8125,"{""total_amount_inr"": 122040}"
AC000747,AC000481,TRANSFERS_TO,4.6643,"{""total_amount_inr"": 105093}"
AC000938,AC000016,TRANSFERS_TO,4.6724,"{""total_amount_inr"": 105952}"
AC001735,AC000515,TRANSFERS_TO,3.3595,"{""total_amount_inr"": 27774}"
AC001189,AC000582,TRANSFERS_TO,1.9126,"{""total_amount_inr"": 5771}"
AC001879,AC001859,TRANSFERS_TO,4.1006,"{""total_amount_inr"": 59377}"
AC000718,AC000228,TRANSFERS_TO,4.912,"{""total_amount_inr"": 134907}"
AC000359,AC001545,TRANSFERS_TO,5.1771,"{""total_amount_inr"": 176168}"
AC001753,AC001543,TRANSFERS_TO,3.233,"{""total_amount_inr"": 24356}"
AC001924,AC001550,TRANSFERS_TO,1.9629,"{""total_amount_inr"": 6120}"
AC001135,AC001173,TRANSFERS_TO,5.2278,"{""total_amount_inr"": 185375}"
AC002014,AC000486,TRANSFERS_TO,4.8475,"{""total_amount_inr"": 126423}"
AC000642,AC000302,TRANSFERS_TO,4.7259,"{""total_amount_inr"": 111835}"
AC000914,AC000508,TRANSFERS_TO,5.1623,"{""total_amount_inr"": 173573}"
AC000393,AC001352,TRANSFERS_TO,3.3817,"{""total_amount_inr"": 28420}"
AC001378,AC000091,TRANSFERS_TO,4.4365,"{""total_amount_inr"": 83476}"
AC000185,AC001939,TRANSFERS_TO,5.2747,"{""total_amount_inr"": 194327}"
AC002061,AC000563,TRANSFERS_TO,4.5356,"{""total_amount_inr"": 92284}"
AC000012,AC001841,TRANSFERS_TO,5.2005,"{""total_amount_inr"": 180366}"
AC001862,AC000530,TRANSFERS_TO,4.4096,"{""total_amount_inr"": 81240}"
AC000675,AC001712,TRANSFERS_TO,5.0694,"{""total_amount_inr"": 158083}"
AC001783,AC002029,TRANSFERS_TO,5.2707,"{""total_amount_inr"": 193561}"
AC001740,AC000672,TRANSFERS_TO,4.3664,"{""total_amount_inr"": 77759}"
AC000291,AC000239,TRANSFERS_TO,5.2351,"{""total_amount_inr"": 186748}"
AC001171,AC000519,TRANSFERS_TO,5.0029,"{""total_amount_inr"": 147837}"
AC001964,AC000404,TRANSFERS_TO,3.8563,"{""total_amount_inr"": 46288}"
AC001897,AC001120,TRANSFERS_TO,5.2846,"{""total_amount_inr"": 196266}"
AC001390,AC000518,TRANSFERS_TO,5.2473,"{""total_amount_inr"": 189058}"
AC002028,AC001050,TRANSFERS_TO,5.1181,"{""total_amount_inr"": 166021}"
AC000701,AC001165,TRANSFERS_TO,2.506,"{""total_amount_inr"": 11256}"
AC001538,AC000996,TRANSFERS_TO,4.1,"{""total_amount_inr"": 59338}"
AC000707,AC001067,TRANSFERS_TO,4.5532,"{""total_amount_inr"": 93936}"
AC000482,AC001138,TRANSFERS_TO,3.1497,"{""total_amount_inr"": 22330}"
AC000583,AC001245,TRANSFERS_TO,4.7765,"{""total_amount_inr"": 117688}"
AC000990,AC001073,TRANSFERS_TO,3.9739,"{""total_amount_inr"": 52194}"
AC001631,AC000221,TRANSFERS_TO,2.2793,"{""total_amount_inr"": 8770}"
AC000116,AC001087,TRANSFERS_TO,5.0934,"{""total_amount_inr"": 161938}"
AC001290,AC001795,TRANSFERS_TO,4.9191,"{""total_amount_inr"": 135874}"
AC001723,AC001390,TRANSFERS_TO,4.9267,"{""total_amount_inr"": 136927}"
AC000757,AC001962,TRANSFERS_TO,5.1168,"{""total_amount_inr"": 165798}"
AC001859,AC001063,TRANSFERS_TO,5.1517,"{""total_amount_inr"": 171722}"
AC001775,AC001506,TRANSFERS_TO,4.448,"{""total_amount_inr"": 84458}"
AC000048,AC000730,TRANSFERS_TO,4.9088,"{""total_amount_inr"": 134483}"
AC001703,AC000291,TRANSFERS_TO,4.898,"{""total_amount_inr"": 133026}"
AC000924,AC000701,TRANSFERS_TO,4.6382,"{""total_amount_inr"": 102361}"
AC001000,AC001796,TRANSFERS_TO,5.2406,"{""total_amount_inr"": 187787}"
AC000690,AC001570,TRANSFERS_TO,4.8597,"{""total_amount_inr"": 127981}"
AC000837,AC000641,TRANSFERS_TO,4.7889,"{""total_amount_inr"": 119173}"
AC000200,AC001735,TRANSFERS_TO,4.884,"{""total_amount_inr"": 131156}"
AC000124,AC000935,TRANSFERS_TO,4.8219,"{""total_amount_inr"": 123197}"
AC001937,AC001687,TRANSFERS_TO,4.3851,"{""total_amount_inr"": 79250}"
AC000829,AC001221,TRANSFERS_TO,4.1033,"{""total_amount_inr"": 59541}"
AC001262,AC000823,TRANSFERS_TO,5.0504,"{""total_amount_inr"": 155090}"
AC001984,AC001961,TRANSFERS_TO,4.3897,"{""total_amount_inr"": 79615}"
AC000685,AC001736,TRANSFERS_TO,3.8158,"{""total_amount_inr"": 44415}"
AC001366,AC000804,TRANSFERS_TO,4.7298,"{""total_amount_inr"": 112274}"
AC000136,AC001912,TRANSFERS_TO,5.0894,"{""total_amount_inr"": 161292}"
AC000728,AC001404,TRANSFERS_TO,5.2651,"{""total_amount_inr"": 192475}"
AC001068,AC000837,TRANSFERS_TO,5.157,"{""total_amount_inr"": 172640}"
AC000852,AC001746,TRANSFERS_TO,3.6752,"{""total_amount_inr"": 38458}"
AC000250,AC000385,TRANSFERS_TO,4.7934,"{""total_amount_inr"": 119716}"
AC001848,AC001689,TRANSFERS_TO,2.3987,"{""total_amount_inr"": 10009}"
AC001858,AC000273,TRANSFERS_TO,3.2979,"{""total_amount_inr"": 26057}"
AC002030,AC001880,TRANSFERS_TO,3.438,"{""total_amount_inr"": 30124}"
AC001582,AC000386,TRANSFERS_TO,4.6902,"{""total_amount_inr"": 107875}"
AC000307,AC000244,TRANSFERS_TO,4.7119,"{""total_amount_inr"": 110259}"
AC000609,AC000637,TRANSFERS_TO,5.1582,"{""total_amount_inr"": 172846}"
AC000719,AC001951,TRANSFERS_TO,4.6541,"{""total_amount_inr"": 104011}"
AC000927,AC001837,TRANSFERS_TO,4.5194,"{""total_amount_inr"": 90783}"
AC000535,AC000964,TRANSFERS_TO,4.1474,"{""total_amount_inr"": 62267}"
AC000907,AC001060,TRANSFERS_TO,4.2419,"{""total_amount_inr"": 68540}"
AC000303,AC000643,TRANSFERS_TO,3.8937,"{""total_amount_inr"": 48091}"
AC000998,AC001877,TRANSFERS_TO,4.3272,"{""total_amount_inr"": 74735}"
AC001617,AC000205,TRANSFERS_TO,3.514,"{""total_amount_inr"": 32583}"
AC000817,AC000494,TRANSFERS_TO,5.2838,"{""total_amount_inr"": 196124}"
AC000535,AC000166,TRANSFERS_TO,5.2959,"{""total_amount_inr"": 198511}"
AC001167,AC001725,TRANSFERS_TO,4.4652,"{""total_amount_inr"": 85939}"
AC001107,AC001757,TRANSFERS_TO,3.1466,"{""total_amount_inr"": 22257}"
AC001390,AC001658,TRANSFERS_TO,4.7146,"{""total_amount_inr"": 110569}"
AC001689,AC001523,TRANSFERS_TO,4.4369,"{""total_amount_inr"": 83516}"
AC001657,AC001871,TRANSFERS_TO,5.0999,"{""total_amount_inr"": 163011}"
AC001891,AC000631,TRANSFERS_TO,4.0135,"{""total_amount_inr"": 54338}"
AC000758,AC001772,TRANSFERS_TO,3.3851,"{""total_amount_inr"": 28521}"
AC000598,AC000717,TRANSFERS_TO,5.2246,"{""total_amount_inr"": 184785}"
AC001905,AC001754,TRANSFERS_TO,5.2644,"{""total_amount_inr"": 192329}"
AC001979,AC000967,TRANSFERS_TO,5.2128,"{""total_amount_inr"": 182612}"
AC001021,AC001154,TRANSFERS_TO,4.0658,"{""total_amount_inr"": 57313}"
AC000009,AC001411,TRANSFERS_TO,4.6923,"{""total_amount_inr"": 108100}"
AC001987,AC000954,TRANSFERS_TO,4.2883,"{""total_amount_inr"": 71841}"
AC000064,AC001888,TRANSFERS_TO,4.912,"{""total_amount_inr"": 134906}"
AC001976,AC001198,TRANSFERS_TO,4.8338,"{""total_amount_inr"": 124685}"
AC001858,AC000367,TRANSFERS_TO,0.3805,"{""total_amount_inr"": 463}"
AC000808,AC001889,TRANSFERS_TO,3.7831,"{""total_amount_inr"": 42952}"
AC001566,AC001875,TRANSFERS_TO,5.302,"{""total_amount_inr"": 199738}"
AC000972,AC000319,TRANSFERS_TO,4.0298,"{""total_amount_inr"": 55250}"
AC001616,AC001193,TRANSFERS_TO,4.8484,"{""total_amount_inr"": 126532}"
AC000703,AC001662,TRANSFERS_TO,4.9784,"{""total_amount_inr"": 144246}"
AC002006,AC001655,TRANSFERS_TO,4.6054,"{""total_amount_inr"": 99020}"
AC001714,AC001987,TRANSFERS_TO,4.2362,"{""total_amount_inr"": 68142}"
AC000725,AC001169,TRANSFERS_TO,4.916,"{""total_amount_inr"": 135462}"
AC000903,AC001860,TRANSFERS_TO,5.2146,"{""total_amount_inr"": 182943}"
AC001593,AC001245,TRANSFERS_TO,3.4953,"{""total_amount_inr"": 31961}"
AC001753,AC001950,TRANSFERS_TO,5.245,"{""total_amount_inr"": 188612}"
AC000707,AC000725,TRANSFERS_TO,3.631,"{""total_amount_inr"": 36752}"
AC002010,AC000037,TRANSFERS_TO,3.7753,"{""total_amount_inr"": 42610}"
AC001560,AC000607,TRANSFERS_TO,4.6261,"{""total_amount_inr"": 101113}"
AC001057,AC001984,TRANSFERS_TO,4.9509,"{""total_amount_inr"": 140296}"
AC001459,AC000356,TRANSFERS_TO,5.2075,"{""total_amount_inr"": 181639}"
AC000773,AC000907,TRANSFERS_TO,3.7484,"{""total_amount_inr"": 41451}"
AC000281,AC001445,TRANSFERS_TO,4.7263,"{""total_amount_inr"": 111880}"
AC001619,AC002066,TRANSFERS_TO,5.0052,"{""total_amount_inr"": 148193}"
AC001980,AC000366,TRANSFERS_TO,5.1935,"{""total_amount_inr"": 179098}"
AC001858,AC002011,TRANSFERS_TO,1.6908,"{""total_amount_inr"": 4424}"
AC001434,AC001563,TRANSFERS_TO,2.8486,"{""total_amount_inr"": 16263}"
AC000722,AC000091,TRANSFERS_TO,5.1445,"{""total_amount_inr"": 170482}"
