person_id,location_id,association,observed_on,source_type,confidence
P000437,LOC000006,PRESENT_AT_INCIDENT,2024-12-11,FIR,0.87
P000426,LOC000006,PRESENT_AT_INCIDENT,2024-12-11,FIR,0.9
P000407,LOC000066,PRESENT_AT_INCIDENT,2023-02-10,FIR,0.65
P000392,LOC000066,PRESENT_AT_INCIDENT,2023-02-10,FIR,0.77
P000367,LOC000066,PRESENT_AT_INCIDENT,2023-02-10,FIR,0.72
P000379,LOC000066,PRESENT_AT_INCIDENT,2023-02-10,FIR,0.84
P000909,LOC000014,PRESENT_AT_INCIDENT,2025-12-11,FIR,0.88
P000961,LOC000014,PRESENT_AT_INCIDENT,2025-12-11,FIR,0.7
P000885,LOC000014,PRESENT_AT_INCIDENT,2025-12-11,FIR,0.62
P000947,LOC000014,PRESENT_AT_INCIDENT,2025-12-11,FIR,0.73
P000347,LOC000047,PRESENT_AT_INCIDENT,2024-01-25,FIR,0.94
P000332,LOC000047,PRESENT_AT_INCIDENT,2024-01-25,FIR,0.79
P000951,LOC000041,PRESENT_AT_INCIDENT,2024-11-09,FIR,0.94
P000802,LOC000059,PRESENT_AT_INCIDENT,2023-07-13,FIR,0.94
P000839,LOC000059,PRESENT_AT_INCIDENT,2023-07-13,FIR,0.69
P000572,LOC000029,PRESENT_AT_INCIDENT,2021-10-30,FIR,0.81
P000590,LOC000029,PRESENT_AT_INCIDENT,2021-10-30,FIR,0.67
P000573,LOC000029,PRESENT_AT_INCIDENT,2021-10-30,FIR,0.92
P000910,LOC000035,PRESENT_AT_INCIDENT,2021-09-21,FIR,0.95
P000922,LOC000035,PRESENT_AT_INCIDENT,2021-09-21,FIR,0.66
P000964,LOC000035,PRESENT_AT_INCIDENT,2021-09-21,FIR,0.8
P000104,LOC000063,PRESENT_AT_INCIDENT,2023-01-27,FIR,0.68
P000147,LOC000063,PRESENT_AT_INCIDENT,2023-01-27,FIR,0.65
P000385,LOC000041,PRESENT_AT_INCIDENT,2024-11-17,FIR,0.63
P000372,LOC000041,PRESENT_AT_INCIDENT,2024-11-17,FIR,0.8
P000553,LOC000022,PRESENT_AT_INCIDENT,2021-11-18,FIR,0.73
P000549,LOC000022,PRESENT_AT_INCIDENT,2021-11-18,FIR,0.81
P000543,LOC000022,PRESENT_AT_INCIDENT,2021-11-18,FIR,0.87
P000524,LOC000022,PRESENT_AT_INCIDENT,2021-11-18,FIR,0.84
P000538,LOC000022,PRESENT_AT_INCIDENT,2021-11-18,FIR,0.82
P000852,LOC000095,PRESENT_AT_INCIDENT,2025-09-27,FIR,0.85
P000875,LOC000095,PRESENT_AT_INCIDENT,2025-09-27,FIR,0.69
P000868,LOC000095,PRESENT_AT_INCIDENT,2025-09-27,FIR,0.87
P000366,LOC000027,PRESENT_AT_INCIDENT,2025-02-23,FIR,0.64
P000397,LOC000027,PRESENT_AT_INCIDENT,2025-02-23,FIR,0.79
P000385,LOC000027,PRESENT_AT_INCIDENT,2025-02-23,FIR,0.62
P000372,LOC000027,PRESENT_AT_INCIDENT,2025-02-23,FIR,0.8
P000897,LOC000092,PRESENT_AT_INCIDENT,2026-05-09,FIR,0.96
P000987,LOC000092,PRESENT_AT_INCIDENT,2026-05-09,FIR,0.91
P000896,LOC000092,PRESENT_AT_INCIDENT,2026-05-09,FIR,0.74
P000936,LOC000092,PRESENT_AT_INCIDENT,2026-05-09,FIR,0.97
P000785,LOC000015,PRESENT_AT_INCIDENT,2026-04-12,FIR,0.65
P000794,LOC000015,PRESENT_AT_INCIDENT,2026-04-12,FIR,0.81
P000984,LOC000001,PRESENT_AT_INCIDENT,2026-01-25,FIR,0.68
P000892,LOC000001,PRESENT_AT_INCIDENT,2026-01-25,FIR,0.84
P001000,LOC000001,PRESENT_AT_INCIDENT,2026-01-25,FIR,0.74
P000999,LOC000001,PRESENT_AT_INCIDENT,2026-01-25,FIR,0.73
P000489,LOC000046,PRESENT_AT_INCIDENT,2022-09-01,FIR,0.76
P000516,LOC000046,PRESENT_AT_INCIDENT,2022-09-01,FIR,0.81
P000936,LOC000044,PRESENT_AT_INCIDENT,2024-12-18,FIR,0.94
P000953,LOC000044,PRESENT_AT_INCIDENT,2024-12-18,FIR,0.79
P000865,LOC000015,PRESENT_AT_INCIDENT,2025-06-02,FIR,0.72
P000870,LOC000015,PRESENT_AT_INCIDENT,2025-06-02,FIR,0.78
P000624,LOC000122,PRESENT_AT_INCIDENT,2026-06-27,FIR,0.94
P000627,LOC000122,PRESENT_AT_INCIDENT,2026-06-27,FIR,0.7
P000630,LOC000122,PRESENT_AT_INCIDENT,2026-06-27,FIR,0.69
P000611,LOC000122,PRESENT_AT_INCIDENT,2026-06-27,FIR,0.82
P000652,LOC000122,PRESENT_AT_INCIDENT,2026-06-27,FIR,0.68
P000621,LOC000122,PRESENT_AT_INCIDENT,2026-06-27,FIR,0.85
P000625,LOC000122,PRESENT_AT_INCIDENT,2026-06-27,FIR,0.9
P000947,LOC000118,PRESENT_AT_INCIDENT,2026-01-14,FIR,0.76
P000956,LOC000118,PRESENT_AT_INCIDENT,2026-01-14,FIR,0.97
P000954,LOC000118,PRESENT_AT_INCIDENT,2026-01-14,FIR,0.67
P000895,LOC000118,PRESENT_AT_INCIDENT,2026-01-14,FIR,0.75
P000958,LOC000118,PRESENT_AT_INCIDENT,2026-01-14,FIR,0.95
P000907,LOC000118,PRESENT_AT_INCIDENT,2026-01-14,FIR,0.73
P000983,LOC000118,PRESENT_AT_INCIDENT,2026-01-14,FIR,0.94
P000154,LOC000120,PRESENT_AT_INCIDENT,2023-02-02,FIR,0.64
P000116,LOC000120,PRESENT_AT_INCIDENT,2023-02-02,FIR,0.64
P000586,LOC000115,PRESENT_AT_INCIDENT,2024-06-13,FIR,0.93
P000585,LOC000115,PRESENT_AT_INCIDENT,2024-06-13,FIR,0.85
P000338,LOC000047,PRESENT_AT_INCIDENT,2024-01-03,FIR,0.9
P000353,LOC000047,PRESENT_AT_INCIDENT,2024-01-03,FIR,0.61
P000296,LOC000047,PRESENT_AT_INCIDENT,2024-01-03,FIR,0.8
P000956,LOC000037,PRESENT_AT_INCIDENT,2024-02-29,FIR,0.86
P000997,LOC000037,PRESENT_AT_INCIDENT,2024-02-29,FIR,0.81
P000990,LOC000037,PRESENT_AT_INCIDENT,2024-02-29,FIR,0.92
P000923,LOC000037,PRESENT_AT_INCIDENT,2024-02-29,FIR,0.87
P000710,LOC000045,PRESENT_AT_INCIDENT,2022-09-13,FIR,0.84
P000705,LOC000045,PRESENT_AT_INCIDENT,2022-09-13,FIR,0.81
P000666,LOC000045,PRESENT_AT_INCIDENT,2022-09-13,FIR,0.6
P000704,LOC000045,PRESENT_AT_INCIDENT,2022-09-13,FIR,0.87
P000723,LOC000087,PRESENT_AT_INCIDENT,2025-09-02,FIR,0.65
P000756,LOC000087,PRESENT_AT_INCIDENT,2025-09-02,FIR,0.84
P000714,LOC000087,PRESENT_AT_INCIDENT,2025-09-02,FIR,0.85
P000152,LOC000055,PRESENT_AT_INCIDENT,2020-12-17,FIR,0.78
P000049,LOC000073,PRESENT_AT_INCIDENT,2022-07-01,FIR,0.63
P000089,LOC000073,PRESENT_AT_INCIDENT,2022-07-01,FIR,0.96
P000073,LOC000073,PRESENT_AT_INCIDENT,2022-07-01,FIR,0.65
P000056,LOC000073,PRESENT_AT_INCIDENT,2022-07-01,FIR,0.83
P000495,LOC000036,PRESENT_AT_INCIDENT,2026-06-18,FIR,0.9
P000492,LOC000036,PRESENT_AT_INCIDENT,2026-06-18,FIR,0.71
P000516,LOC000036,PRESENT_AT_INCIDENT,2026-06-18,FIR,0.88
P000980,LOC000045,PRESENT_AT_INCIDENT,2026-04-24,FIR,0.8
P000312,LOC000095,PRESENT_AT_INCIDENT,2026-01-01,FIR,0.61
P000355,LOC000095,PRESENT_AT_INCIDENT,2026-01-01,FIR,0.71
P000578,LOC000053,PRESENT_AT_INCIDENT,2025-10-24,FIR,0.94
P000570,LOC000053,PRESENT_AT_INCIDENT,2025-10-24,FIR,0.72
P000598,LOC000053,PRESENT_AT_INCIDENT,2025-10-24,FIR,0.92
P000639,LOC000008,PRESENT_AT_INCIDENT,2019-05-27,FIR,0.97
P000627,LOC000008,PRESENT_AT_INCIDENT,2019-05-27,FIR,0.64
P000617,LOC000008,PRESENT_AT_INCIDENT,2019-05-27,FIR,0.68
P000652,LOC000008,PRESENT_AT_INCIDENT,2019-05-27,FIR,0.65
P000640,LOC000008,PRESENT_AT_INCIDENT,2019-05-27,FIR,0.69
P000868,LOC000091,PRESENT_AT_INCIDENT,2023-10-07,FIR,0.67
P000855,LOC000091,PRESENT_AT_INCIDENT,2023-10-07,FIR,0.82
P000869,LOC000091,PRESENT_AT_INCIDENT,2023-10-07,FIR,0.62
P000846,LOC000091,PRESENT_AT_INCIDENT,2023-10-07,FIR,0.88
P000552,LOC000067,PRESENT_AT_INCIDENT,2023-10-08,FIR,0.88
P000393,LOC000069,PRESENT_AT_INCIDENT,2023-11-27,FIR,0.78
P000485,LOC000026,PRESENT_AT_INCIDENT,2022-03-13,FIR,0.62
P000497,LOC000026,PRESENT_AT_INCIDENT,2022-03-13,FIR,0.87
P000515,LOC000026,PRESENT_AT_INCIDENT,2022-03-13,FIR,0.63
P000889,LOC000061,PRESENT_AT_INCIDENT,2022-09-19,FIR,0.77
P000525,LOC000064,PRESENT_AT_INCIDENT,2020-04-19,FIR,0.62
P000546,LOC000064,PRESENT_AT_INCIDENT,2020-04-19,FIR,0.78
P000545,LOC000064,PRESENT_AT_INCIDENT,2020-04-19,FIR,0.63
P000520,LOC000064,PRESENT_AT_INCIDENT,2020-04-19,FIR,0.8
P000727,LOC000074,PRESENT_AT_INCIDENT,2025-10-21,FIR,0.71
P000733,LOC000074,PRESENT_AT_INCIDENT,2025-10-21,FIR,0.8
P000748,LOC000074,PRESENT_AT_INCIDENT,2025-10-21,FIR,0.93
P000724,LOC000074,PRESENT_AT_INCIDENT,2025-10-21,FIR,0.65
P000796,LOC000018,PRESENT_AT_INCIDENT,2025-01-09,FIR,0.67
P000507,LOC000082,PRESENT_AT_INCIDENT,2020-12-20,FIR,0.67
P000487,LOC000082,PRESENT_AT_INCIDENT,2020-12-20,FIR,0.77
P000796,LOC000033,PRESENT_AT_INCIDENT,2025-03-07,FIR,0.79
P000105,LOC000058,PRESENT_AT_INCIDENT,2025-02-24,FIR,0.9
P000117,LOC000058,PRESENT_AT_INCIDENT,2025-02-24,FIR,0.7
P000104,LOC000058,PRESENT_AT_INCIDENT,2025-02-24,FIR,0.77
P000535,LOC000057,PRESENT_AT_INCIDENT,2025-07-24,FIR,0.78
P000544,LOC000057,PRESENT_AT_INCIDENT,2025-07-24,FIR,0.82
P000549,LOC000057,PRESENT_AT_INCIDENT,2025-07-24,FIR,0.91
P000556,LOC000057,PRESENT_AT_INCIDENT,2025-07-24,FIR,0.92
P000540,LOC000057,PRESENT_AT_INCIDENT,2025-07-24,FIR,0.84
P000499,LOC000052,PRESENT_AT_INCIDENT,2025-02-12,FIR,0.72
P000098,LOC000120,PRESENT_AT_INCIDENT,2024-08-06,FIR,0.83
P000163,LOC000120,PRESENT_AT_INCIDENT,2024-08-06,FIR,0.9
P000126,LOC000120,PRESENT_AT_INCIDENT,2024-08-06,FIR,0.95
P000774,LOC000049,PRESENT_AT_INCIDENT,2023-06-14,FIR,0.95
P000488,LOC000046,PRESENT_AT_INCIDENT,2025-07-04,FIR,0.96
P000500,LOC000046,PRESENT_AT_INCIDENT,2025-07-04,FIR,0.97
P000930,LOC000069,PRESENT_AT_INCIDENT,2025-10-05,FIR,0.68
P000383,LOC000066,PRESENT_AT_INCIDENT,2024-02-17,FIR,0.79
P000004,LOC000004,PRESENT_AT_INCIDENT,2022-09-23,FIR,0.65
P000054,LOC000004,PRESENT_AT_INCIDENT,2022-09-23,FIR,0.93
P000035,LOC000004,PRESENT_AT_INCIDENT,2022-09-23,FIR,0.91
P000595,LOC000052,PRESENT_AT_INCIDENT,2023-12-07,FIR,0.67
P000603,LOC000052,PRESENT_AT_INCIDENT,2023-12-07,FIR,0.7
P000602,LOC000052,PRESENT_AT_INCIDENT,2023-12-07,FIR,0.68
P000896,LOC000062,PRESENT_AT_INCIDENT,2025-06-26,FIR,0.85
P000969,LOC000062,PRESENT_AT_INCIDENT,2025-06-26,FIR,0.98
P000902,LOC000062,PRESENT_AT_INCIDENT,2025-06-26,FIR,0.68
P000423,LOC000006,PRESENT_AT_INCIDENT,2023-04-10,FIR,0.94
P000310,LOC000010,PRESENT_AT_INCIDENT,2025-07-17,FIR,0.75
P000600,LOC000113,PRESENT_AT_INCIDENT,2025-12-09,FIR,0.84
P000573,LOC000113,PRESENT_AT_INCIDENT,2025-12-09,FIR,0.62
P000603,LOC000113,PRESENT_AT_INCIDENT,2025-12-09,FIR,0.71
P000098,LOC000056,PRESENT_AT_INCIDENT,2021-11-09,FIR,0.68
P000121,LOC000056,PRESENT_AT_INCIDENT,2021-11-09,FIR,0.71
P000102,LOC000056,PRESENT_AT_INCIDENT,2021-11-09,FIR,0.83
P000881,LOC000024,PRESENT_AT_INCIDENT,2025-06-22,FIR,0.96
P000910,LOC000024,PRESENT_AT_INCIDENT,2025-06-22,FIR,0.75
P000963,LOC000024,PRESENT_AT_INCIDENT,2025-06-22,FIR,0.84
P000966,LOC000024,PRESENT_AT_INCIDENT,2025-06-22,FIR,0.89
P000957,LOC000024,PRESENT_AT_INCIDENT,2025-06-22,FIR,0.6
P000138,LOC000019,PRESENT_AT_INCIDENT,2023-01-05,FIR,0.78
P000151,LOC000019,PRESENT_AT_INCIDENT,2023-01-05,FIR,0.61
P000169,LOC000019,PRESENT_AT_INCIDENT,2023-01-05,FIR,0.69
P000111,LOC000019,PRESENT_AT_INCIDENT,2023-01-05,FIR,0.97
P000128,LOC000019,PRESENT_AT_INCIDENT,2023-01-05,FIR,0.92
P000144,LOC000019,PRESENT_AT_INCIDENT,2023-01-05,FIR,0.78
P000122,LOC000019,PRESENT_AT_INCIDENT,2023-01-05,FIR,0.72
P000774,LOC000022,PRESENT_AT_INCIDENT,2023-12-31,FIR,0.6
P000767,LOC000022,PRESENT_AT_INCIDENT,2023-12-31,FIR,0.7
P000781,LOC000022,PRESENT_AT_INCIDENT,2023-12-31,FIR,0.69
P000798,LOC000022,PRESENT_AT_INCIDENT,2023-12-31,FIR,0.82
P000788,LOC000022,PRESENT_AT_INCIDENT,2023-12-31,FIR,0.7
P000357,LOC000098,PRESENT_AT_INCIDENT,2018-09-02,FIR,0.85
P000354,LOC000098,PRESENT_AT_INCIDENT,2018-09-02,FIR,0.86
P000166,LOC000058,PRESENT_AT_INCIDENT,2025-01-06,FIR,0.72
P000270,LOC000102,PRESENT_AT_INCIDENT,2025-01-07,FIR,0.77
P000406,LOC000068,PRESENT_AT_INCIDENT,2024-10-24,FIR,0.73
P000414,LOC000068,PRESENT_AT_INCIDENT,2024-10-24,FIR,0.7
P000387,LOC000068,PRESENT_AT_INCIDENT,2024-10-24,FIR,0.69
P000630,LOC000095,PRESENT_AT_INCIDENT,2025-10-26,FIR,0.98
P000657,LOC000095,PRESENT_AT_INCIDENT,2025-10-26,FIR,0.68
P000628,LOC000095,PRESENT_AT_INCIDENT,2025-10-26,FIR,0.87
P000650,LOC000095,PRESENT_AT_INCIDENT,2025-10-26,FIR,0.74
P000191,LOC000017,PRESENT_AT_INCIDENT,2020-06-03,FIR,0.79
P000193,LOC000017,PRESENT_AT_INCIDENT,2020-06-03,FIR,0.79
P000646,LOC000123,PRESENT_AT_INCIDENT,2023-08-09,FIR,0.86
P000616,LOC000123,PRESENT_AT_INCIDENT,2023-08-09,FIR,0.88
P000639,LOC000123,PRESENT_AT_INCIDENT,2023-08-09,FIR,0.63
P000332,LOC000105,PRESENT_AT_INCIDENT,2026-02-20,FIR,0.63
P000292,LOC000105,PRESENT_AT_INCIDENT,2026-02-20,FIR,0.7
P000299,LOC000105,PRESENT_AT_INCIDENT,2026-02-20,FIR,0.97
P000355,LOC000105,PRESENT_AT_INCIDENT,2026-02-20,FIR,0.65
P000932,LOC000072,PRESENT_AT_INCIDENT,2025-11-07,FIR,0.65
P000940,LOC000072,PRESENT_AT_INCIDENT,2025-11-07,FIR,0.64
P000944,LOC000072,PRESENT_AT_INCIDENT,2025-11-07,FIR,0.61
P000621,LOC000083,PRESENT_AT_INCIDENT,2024-06-17,FIR,0.98
P000662,LOC000083,PRESENT_AT_INCIDENT,2024-06-17,FIR,0.86
P000625,LOC000083,PRESENT_AT_INCIDENT,2024-06-17,FIR,0.92
P000628,LOC000083,PRESENT_AT_INCIDENT,2024-06-17,FIR,0.91
P000651,LOC000083,PRESENT_AT_INCIDENT,2024-06-17,FIR,0.68
P000646,LOC000083,PRESENT_AT_INCIDENT,2024-06-17,FIR,0.63
P000644,LOC000083,PRESENT_AT_INCIDENT,2024-06-17,FIR,0.78
P000854,LOC000115,PRESENT_AT_INCIDENT,2022-08-02,FIR,0.68
P000412,LOC000034,PRESENT_AT_INCIDENT,2024-12-25,FIR,0.86
P000369,LOC000034,PRESENT_AT_INCIDENT,2024-12-25,FIR,0.6
P000380,LOC000034,PRESENT_AT_INCIDENT,2024-12-25,FIR,0.8
P000389,LOC000034,PRESENT_AT_INCIDENT,2024-12-25,FIR,0.97
P000741,LOC000068,PRESENT_AT_INCIDENT,2023-12-31,FIR,0.7
P000980,LOC000081,PRESENT_AT_INCIDENT,2026-03-17,FIR,0.95
P000751,LOC000067,PRESENT_AT_INCIDENT,2025-03-06,FIR,0.98
P000738,LOC000067,PRESENT_AT_INCIDENT,2025-03-06,FIR,0.75
P000734,LOC000067,PRESENT_AT_INCIDENT,2025-03-06,FIR,0.71
P000760,LOC000067,PRESENT_AT_INCIDENT,2025-03-06,FIR,0.8
P000736,LOC000067,PRESENT_AT_INCIDENT,2025-03-06,FIR,0.8
P000740,LOC000067,PRESENT_AT_INCIDENT,2025-03-06,FIR,0.83
P000756,LOC000067,PRESENT_AT_INCIDENT,2025-03-06,FIR,0.87
P000904,LOC000089,PRESENT_AT_INCIDENT,2026-06-19,FIR,0.69
P000974,LOC000089,PRESENT_AT_INCIDENT,2026-06-19,FIR,0.61
P000899,LOC000089,PRESENT_AT_INCIDENT,2026-06-19,FIR,0.66
P000895,LOC000089,PRESENT_AT_INCIDENT,2026-06-19,FIR,0.91
P000920,LOC000089,PRESENT_AT_INCIDENT,2026-06-19,FIR,0.96
P000194,LOC000040,PRESENT_AT_INCIDENT,2026-02-02,FIR,0.82
P000281,LOC000040,PRESENT_AT_INCIDENT,2026-02-02,FIR,0.97
P000231,LOC000040,PRESENT_AT_INCIDENT,2026-02-02,FIR,0.78
P000379,LOC000037,PRESENT_AT_INCIDENT,2024-12-22,FIR,0.94
P000484,LOC000002,PRESENT_AT_INCIDENT,2025-03-11,FIR,0.79
P000304,LOC000018,PRESENT_AT_INCIDENT,2025-12-11,FIR,0.78
P000314,LOC000018,PRESENT_AT_INCIDENT,2025-12-11,FIR,0.95
P000957,LOC000073,PRESENT_AT_INCIDENT,2024-09-20,FIR,0.85
P000988,LOC000073,PRESENT_AT_INCIDENT,2024-09-20,FIR,0.61
P000695,LOC000047,PRESENT_AT_INCIDENT,2026-01-26,FIR,0.65
P000675,LOC000047,PRESENT_AT_INCIDENT,2026-01-26,FIR,0.74
P000303,LOC000051,PRESENT_AT_INCIDENT,2026-04-18,FIR,0.92
P000298,LOC000051,PRESENT_AT_INCIDENT,2026-04-18,FIR,0.65
P000378,LOC000066,PRESENT_AT_INCIDENT,2025-06-09,FIR,0.96
P000416,LOC000066,PRESENT_AT_INCIDENT,2025-06-09,FIR,0.68
P000373,LOC000066,PRESENT_AT_INCIDENT,2025-06-09,FIR,0.75
P000409,LOC000066,PRESENT_AT_INCIDENT,2025-06-09,FIR,0.64
P000364,LOC000066,PRESENT_AT_INCIDENT,2025-06-09,FIR,0.97
P000757,LOC000074,PRESENT_AT_INCIDENT,2025-07-17,FIR,0.61
P000739,LOC000074,PRESENT_AT_INCIDENT,2025-07-17,FIR,0.91
P000744,LOC000074,PRESENT_AT_INCIDENT,2025-07-17,FIR,0.76
P000994,LOC000020,PRESENT_AT_INCIDENT,2026-06-14,FIR,0.63
P000946,LOC000020,PRESENT_AT_INCIDENT,2026-06-14,FIR,0.73
P000981,LOC000020,PRESENT_AT_INCIDENT,2026-06-14,FIR,0.72
P000955,LOC000020,PRESENT_AT_INCIDENT,2026-06-14,FIR,0.66
P000885,LOC000006,PRESENT_AT_INCIDENT,2026-06-24,FIR,0.96
P000896,LOC000006,PRESENT_AT_INCIDENT,2026-06-24,FIR,0.91
P000556,LOC000070,PRESENT_AT_INCIDENT,2024-12-08,FIR,0.62
P000533,LOC000070,PRESENT_AT_INCIDENT,2024-12-08,FIR,0.69
P000555,LOC000070,PRESENT_AT_INCIDENT,2024-12-08,FIR,0.6
P000972,LOC000093,PRESENT_AT_INCIDENT,2022-10-21,FIR,0.74
P000929,LOC000093,PRESENT_AT_INCIDENT,2022-10-21,FIR,0.91
P000957,LOC000106,PRESENT_AT_INCIDENT,2026-05-25,FIR,0.78
P000928,LOC000106,PRESENT_AT_INCIDENT,2026-05-25,FIR,0.8
P000309,LOC000071,PRESENT_AT_INCIDENT,2024-06-13,FIR,0.63
P000300,LOC000071,PRESENT_AT_INCIDENT,2024-06-13,FIR,0.81
P000306,LOC000015,PRESENT_AT_INCIDENT,2024-12-17,FIR,0.7
P000674,LOC000038,PRESENT_AT_INCIDENT,2026-06-13,FIR,0.88
P000680,LOC000038,PRESENT_AT_INCIDENT,2026-06-13,FIR,0.93
P000704,LOC000038,PRESENT_AT_INCIDENT,2026-06-13,FIR,0.61
P000301,LOC000014,PRESENT_AT_INCIDENT,2026-02-05,FIR,0.78
P000305,LOC000014,PRESENT_AT_INCIDENT,2026-02-05,FIR,0.96
P000876,LOC000081,PRESENT_AT_INCIDENT,2024-08-23,FIR,0.83
P000972,LOC000125,PRESENT_AT_INCIDENT,2026-03-21,FIR,0.9
P000942,LOC000125,PRESENT_AT_INCIDENT,2026-03-21,FIR,0.93
P000474,LOC000047,PRESENT_AT_INCIDENT,2026-02-25,FIR,0.78
P000478,LOC000047,PRESENT_AT_INCIDENT,2026-02-25,FIR,0.92
P000917,LOC000071,PRESENT_AT_INCIDENT,2025-01-30,FIR,0.94
P000920,LOC000071,PRESENT_AT_INCIDENT,2025-01-30,FIR,0.72
P000796,LOC000040,PRESENT_AT_INCIDENT,2025-09-23,FIR,0.66
P000780,LOC000040,PRESENT_AT_INCIDENT,2025-09-23,FIR,0.76
P001000,LOC000028,PRESENT_AT_INCIDENT,2025-12-08,FIR,0.89
P000903,LOC000028,PRESENT_AT_INCIDENT,2025-12-08,FIR,0.88
P000907,LOC000005,PRESENT_AT_INCIDENT,2025-03-03,FIR,0.88
P000894,LOC000005,PRESENT_AT_INCIDENT,2025-03-03,FIR,0.81
P000319,LOC000052,PRESENT_AT_INCIDENT,2022-10-03,FIR,0.87
P000323,LOC000052,PRESENT_AT_INCIDENT,2022-10-03,FIR,0.75
P000456,LOC000041,PRESENT_AT_INCIDENT,2022-04-28,FIR,0.62
P000440,LOC000041,PRESENT_AT_INCIDENT,2022-04-28,FIR,0.97
P000464,LOC000041,PRESENT_AT_INCIDENT,2022-04-28,FIR,0.82
P000973,LOC000011,PRESENT_AT_INCIDENT,2025-02-23,FIR,0.6
P000972,LOC000011,PRESENT_AT_INCIDENT,2025-02-23,FIR,0.71
P000974,LOC000011,PRESENT_AT_INCIDENT,2025-02-23,FIR,0.62
P000923,LOC000011,PRESENT_AT_INCIDENT,2025-02-23,FIR,0.87
P000750,LOC000068,PRESENT_AT_INCIDENT,2024-04-13,FIR,0.92
P000510,LOC000033,PRESENT_AT_INCIDENT,2025-10-16,FIR,0.91
P000491,LOC000033,PRESENT_AT_INCIDENT,2025-10-16,FIR,0.6
P000490,LOC000033,PRESENT_AT_INCIDENT,2025-10-16,FIR,0.76
P000505,LOC000033,PRESENT_AT_INCIDENT,2025-10-16,FIR,0.95
P000297,LOC000047,PRESENT_AT_INCIDENT,2021-06-24,FIR,0.74
P000552,LOC000020,PRESENT_AT_INCIDENT,2026-05-07,FIR,0.67
P000542,LOC000020,PRESENT_AT_INCIDENT,2026-05-07,FIR,0.77
P000864,LOC000053,PRESENT_AT_INCIDENT,2024-03-02,FIR,0.87
P000880,LOC000053,PRESENT_AT_INCIDENT,2024-03-02,FIR,0.87
P000866,LOC000053,PRESENT_AT_INCIDENT,2024-03-02,FIR,0.74
P000869,LOC000053,PRESENT_AT_INCIDENT,2024-03-02,FIR,0.65
P000865,LOC000053,PRESENT_AT_INCIDENT,2024-03-02,FIR,0.92
P000990,LOC000120,PRESENT_AT_INCIDENT,2025-09-04,FIR,0.76
P000782,LOC000015,PRESENT_AT_INCIDENT,2023-08-17,FIR,0.93
P000790,LOC000015,PRESENT_AT_INCIDENT,2023-08-17,FIR,0.83
P000769,LOC000015,PRESENT_AT_INCIDENT,2023-08-17,FIR,0.94
P000475,LOC000009,PRESENT_AT_INCIDENT,2026-05-10,FIR,0.8
P000886,LOC000073,PRESENT_AT_INCIDENT,2026-05-22,FIR,0.73
P000881,LOC000073,PRESENT_AT_INCIDENT,2026-05-22,FIR,0.94
P000098,LOC000054,PRESENT_AT_INCIDENT,2021-11-17,FIR,0.96
P000122,LOC000054,PRESENT_AT_INCIDENT,2021-11-17,FIR,0.78
P000120,LOC000054,PRESENT_AT_INCIDENT,2021-11-17,FIR,0.79
P000336,LOC000071,PRESENT_AT_INCIDENT,2023-05-19,FIR,0.76
P000303,LOC000071,PRESENT_AT_INCIDENT,2023-05-19,FIR,0.63
P000945,LOC000090,PRESENT_AT_INCIDENT,2025-08-08,FIR,0.93
P000972,LOC000090,PRESENT_AT_INCIDENT,2025-08-08,FIR,0.71
P000883,LOC000090,PRESENT_AT_INCIDENT,2025-08-08,FIR,0.61
P000885,LOC000090,PRESENT_AT_INCIDENT,2025-08-08,FIR,0.89
P000907,LOC000090,PRESENT_AT_INCIDENT,2025-08-08,FIR,0.65
P000343,LOC000105,PRESENT_AT_INCIDENT,2025-12-13,FIR,0.78
P000328,LOC000105,PRESENT_AT_INCIDENT,2025-12-13,FIR,0.95
P000333,LOC000105,PRESENT_AT_INCIDENT,2025-12-13,FIR,0.84
P000407,LOC000024,PRESENT_AT_INCIDENT,2022-09-05,FIR,0.68
P000393,LOC000024,PRESENT_AT_INCIDENT,2022-09-05,FIR,0.6
P000362,LOC000024,PRESENT_AT_INCIDENT,2022-09-05,FIR,0.79
P000360,LOC000024,PRESENT_AT_INCIDENT,2022-09-05,FIR,0.73
P000294,LOC000049,PRESENT_AT_INCIDENT,2025-12-28,FIR,0.83
P000320,LOC000049,PRESENT_AT_INCIDENT,2025-12-28,FIR,0.87
P000464,LOC000115,PRESENT_AT_INCIDENT,2025-01-15,FIR,0.7
P000436,LOC000115,PRESENT_AT_INCIDENT,2025-01-15,FIR,0.64
P000433,LOC000115,PRESENT_AT_INCIDENT,2025-01-15,FIR,0.78
P000879,LOC000097,PRESENT_AT_INCIDENT,2022-05-25,FIR,0.78
P000356,LOC000094,PRESENT_AT_INCIDENT,2026-01-17,FIR,0.78
P000350,LOC000094,PRESENT_AT_INCIDENT,2026-01-17,FIR,0.61
P000212,LOC000017,PRESENT_AT_INCIDENT,2022-09-10,FIR,0.69
P000241,LOC000017,PRESENT_AT_INCIDENT,2022-09-10,FIR,0.67
P000195,LOC000017,PRESENT_AT_INCIDENT,2022-09-10,FIR,0.94
P000260,LOC000017,PRESENT_AT_INCIDENT,2022-09-10,FIR,0.81
P000276,LOC000017,PRESENT_AT_INCIDENT,2022-09-10,FIR,0.68
