person_id,account_id,relation,from_date,to_date
P001152,AC001822,HOLDER,2018-03-15,
P001154,AC001823,HOLDER,2015-01-13,
P001155,AC001824,HOLDER,2015-01-26,
P001156,AC001825,HOLDER,2017-08-19,
P001158,AC001826,HOLDER,2023-01-15,
P001159,AC001827,HOLDER,2013-10-07,
P001160,AC001828,HOLDER,2018-08-02,
P001161,AC001829,HOLDER,2018-01-08,
P001163,AC001830,HOLDER,2022-03-27,
P001165,AC001831,HOLDER,2021-10-14,
P001167,AC001832,HOLDER,2016-06-27,
P001169,AC001833,HOLDER,2013-05-13,
P001170,AC001834,HOLDER,2017-03-12,
P001172,AC001835,HOLDER,2017-10-05,
P001173,AC001836,HOLDER,2017-08-19,
P001175,AC001837,HOLDER,2025-07-25,
P001179,AC001838,HOLDER,2017-10-10,
P001181,AC001839,HOLDER,2017-04-28,
P001182,AC001840,HOLDER,2022-04-13,
P001185,AC001841,HOLDER,2023-01-28,
P001187,AC001842,HOLDER,2017-07-08,
P001190,AC001843,HOLDER,2019-10-16,
P001191,AC001844,HOLDER,2019-09-29,
P001192,AC001845,HOLDER,2018-06-08,
P001194,AC001846,HOLDER,2022-09-03,
P001196,AC001847,HOLDER,2021-06-05,
P001198,AC001848,HOLDER,2018-08-11,
P001199,AC001849,HOLDER,2016-11-24,
P001200,AC001850,HOLDER,2024-01-29,
P001201,AC001851,HOLDER,2024-06-15,
P001203,AC001852,HOLDER,2021-02-13,
P001204,AC001853,HOLDER,2020-01-08,
P001205,AC001854,HOLDER,2017-02-17,
P001206,AC001855,HOLDER,2021-12-18,
P001207,AC001856,HOLDER,2022-11-26,
P001208,AC001857,HOLDER,2026-06-29,
P001210,AC001858,HOLDER,2021-02-16,
P001211,AC001859,HOLDER,2022-02-25,
P001212,AC001860,HOLDER,2019-05-19,
P001213,AC001861,HOLDER,2014-01-31,
P001214,AC001862,HOLDER,2025-12-22,
P001215,AC001863,HOLDER,2024-11-23,
P001216,AC001864,HOLDER,2017-08-20,
P001217,AC001865,HOLDER,2025-05-27,
P001218,AC001866,HOLDER,2014-08-02,
P001219,AC001867,HOLDER,2025-11-10,
P001220,AC001868,HOLDER,2018-01-02,
P001222,AC001869,HOLDER,2013-10-19,
P001225,AC001870,HOLDER,2019-12-08,
P001226,AC001871,HOLDER,2018-09-15,
P001227,AC001872,HOLDER,2026-06-15,
P001228,AC001873,HOLDER,2014-07-28,
P001229,AC001874,HOLDER,2015-03-11,
P001230,AC001875,HOLDER,2022-11-17,
P001232,AC001876,HOLDER,2014-04-18,
P001234,AC001877,HOLDER,2013-07-06,
P001235,AC001878,HOLDER,2017-09-28,
P001236,AC001879,HOLDER,2020-09-05,
P001239,AC001880,HOLDER,2017-05-26,
P001240,AC001881,HOLDER,2022-10-31,
P001241,AC001882,HOLDER,2020-04-21,
P001242,AC001883,HOLDER,2016-05-07,
P001243,AC001884,HOLDER,2015-11-23,
P001244,AC001885,HOLDER,2022-02-27,
P001245,AC001886,HOLDER,2025-12-20,
P001246,AC001887,HOLDER,2014-05-01,
P001247,AC001888,HOLDER,2017-09-19,
P001248,AC001889,HOLDER,2020-02-12,
P001249,AC001890,HOLDER,2021-03-26,
P001250,AC001891,HOLDER,2015-11-04,
P001252,AC001892,HOLDER,2021-06-08,
P001254,AC001893,HOLDER,2019-10-10,
P001255,AC001894,HOLDER,2025-01-02,
P001257,AC001895,HOLDER,2023-10-12,
P001258,AC001896,HOLDER,2015-09-16,
P001259,AC001897,HOLDER,2021-07-13,
P001260,AC001898,HOLDER,2018-05-27,
P001261,AC001899,HOLDER,2017-08-27,
P001262,AC001900,HOLDER,2016-04-20,
P001263,AC001901,HOLDER,2026-02-23,
P001264,AC001902,HOLDER,2016-03-26,
P001266,AC001903,HOLDER,2021-12-24,
P001267,AC001904,HOLDER,2018-12-11,
P001268,AC001905,HOLDER,2018-11-22,
P001272,AC001906,HOLDER,2017-01-24,
P001273,AC001907,HOLDER,2015-12-09,
P001276,AC001908,HOLDER,2018-04-25,
P001277,AC001909,HOLDER,2022-11-06,
P001278,AC001910,HOLDER,2020-08-20,
P001279,AC001911,HOLDER,2017-05-27,
P001282,AC001912,HOLDER,2019-09-18,
P001283,AC001913,HOLDER,2016-05-15,
P001285,AC001914,HOLDER,2017-06-15,
P001286,AC001915,HOLDER,2022-06-17,
P001287,AC001916,HOLDER,2018-05-04,
P001288,AC001917,HOLDER,2017-08-14,
P001290,AC001918,HOLDER,2022-11-19,
P001291,AC001919,HOLDER,2021-09-05,
P001293,AC001920,HOLDER,2020-06-12,
P001295,AC001921,HOLDER,2017-02-17,
P001296,AC001922,HOLDER,2019-06-15,
P001297,AC001923,HOLDER,2015-11-17,
P001298,AC001924,HOLDER,2023-04-02,
P001299,AC001925,HOLDER,2021-10-24,
P001300,AC001926,HOLDER,2020-01-08,
P001301,AC001927,HOLDER,2013-03-26,
P001303,AC001928,HOLDER,2018-03-28,
P001305,AC001929,HOLDER,2021-01-03,
P001306,AC001930,HOLDER,2017-08-14,
P001307,AC001931,HOLDER,2024-06-13,
P001308,AC001932,HOLDER,2021-01-12,
P001309,AC001933,HOLDER,2020-11-10,
P001310,AC001934,HOLDER,2022-08-30,
P001312,AC001935,HOLDER,2017-04-02,
P001315,AC001936,HOLDER,2015-12-12,
P001316,AC001937,HOLDER,2015-07-01,
P001317,AC001938,HOLDER,2023-12-16,
P001320,AC001939,HOLDER,2018-07-01,
P001321,AC001940,HOLDER,2025-06-01,
P001325,AC001941,HOLDER,2020-06-02,
P001327,AC001942,HOLDER,2014-06-17,
P001328,AC001943,HOLDER,2020-03-30,
P001329,AC001944,HOLDER,2018-02-27,
P001330,AC001945,HOLDER,2020-08-23,
P001331,AC001946,HOLDER,2014-04-28,
P001333,AC001947,HOLDER,2020-05-13,
P001334,AC001948,HOLDER,2015-07-05,
P001335,AC001949,HOLDER,2022-01-24,
P001336,AC001950,HOLDER,2018-07-29,
P001338,AC001951,HOLDER,2013-06-21,
P001339,AC001952,HOLDER,2017-08-17,
P001340,AC001953,HOLDER,2021-08-21,
P001341,AC001954,HOLDER,2017-07-28,
P001344,AC001955,HOLDER,2018-10-23,
P001345,AC001956,HOLDER,2015-06-18,
P001347,AC001957,HOLDER,2016-11-03,
P001349,AC001958,HOLDER,2018-01-17,
P001350,AC001959,HOLDER,2022-07-17,
P001352,AC001960,HOLDER,2023-07-21,
P001353,AC001961,HOLDER,2022-08-11,
P001354,AC001962,HOLDER,2025-08-22,
P001355,AC001963,HOLDER,2015-12-04,
P001357,AC001964,HOLDER,2015-11-12,
P001359,AC001965,HOLDER,2017-02-06,
P001361,AC001966,HOLDER,2023-03-14,
P001362,AC001967,HOLDER,2014-05-23,
P001364,AC001968,HOLDER,2025-03-25,
P001365,AC001969,HOLDER,2016-05-28,
P001366,AC001970,HOLDER,2018-01-06,
P001367,AC001971,HOLDER,2014-01-27,
P001369,AC001972,HOLDER,2020-02-16,
P001370,AC001973,HOLDER,2017-08-30,
P001371,AC001974,HOLDER,2018-09-13,
P001373,AC001975,HOLDER,2013-02-25,
P001374,AC001976,HOLDER,2018-05-16,
P001375,AC001977,HOLDER,2020-04-29,
P001378,AC001978,HOLDER,2018-07-21,
P001379,AC001979,HOLDER,2026-01-22,
P001381,AC001980,HOLDER,2015-04-13,
P001383,AC001981,HOLDER,2014-07-20,
P001384,AC001982,HOLDER,2013-02-23,
P001385,AC001983,HOLDER,2019-06-15,
P001386,AC001984,HOLDER,2025-11-21,
P001387,AC001985,HOLDER,2016-02-13,
P001388,AC001986,HOLDER,2013-08-22,
P001389,AC001987,HOLDER,2023-07-22,
P001391,AC001988,HOLDER,2018-01-06,
P001392,AC001989,HOLDER,2015-06-02,
P001394,AC001990,HOLDER,2016-02-12,
P001395,AC001991,HOLDER,2013-03-13,
P001399,AC001992,HOLDER,2016-09-17,
P001400,AC001993,HOLDER,2019-09-13,
P001401,AC001994,HOLDER,2016-04-28,
P001402,AC001995,HOLDER,2020-05-23,
P001403,AC001996,HOLDER,2025-05-26,
P001404,AC001997,HOLDER,2021-03-07,
P001405,AC001998,HOLDER,2021-03-07,
P001406,AC001999,HOLDER,2015-03-22,
P001407,AC002000,HOLDER,2021-05-27,
P001409,AC002001,HOLDER,2018-09-28,
P001410,AC002002,HOLDER,2014-03-23,
P001411,AC002003,HOLDER,2025-03-27,
P001412,AC002004,HOLDER,2013-10-24,
P001413,AC002005,HOLDER,2013-01-31,
P001414,AC002006,HOLDER,2018-05-10,
P001415,AC002007,HOLDER,2020-01-19,
P001416,AC002008,HOLDER,2016-11-27,
P001417,AC002009,HOLDER,2023-11-18,
P001418,AC002010,HOLDER,2025-08-09,
P001420,AC002011,HOLDER,2024-03-17,
P001421,AC002012,HOLDER,2023-12-27,
P001422,AC002013,HOLDER,2025-10-09,
P001423,AC002014,HOLDER,2020-08-27,
P001424,AC002015,HOLDER,2020-05-29,
P001425,AC002016,HOLDER,2023-12-24,
P001426,AC002017,HOLDER,2022-12-25,
P001427,AC002018,HOLDER,2014-04-15,
P001428,AC002019,HOLDER,2016-10-11,
P001430,AC002020,HOLDER,2025-07-22,
P001433,AC002021,HOLDER,2014-10-24,
P001434,AC002022,HOLDER,2015-07-05,
P001436,AC002023,HOLDER,2019-07-05,
P001437,AC002024,HOLDER,2019-06-14,
P001438,AC002025,HOLDER,2025-01-02,
P001439,AC002026,HOLDER,2013-04-19,
P001441,AC002027,HOLDER,2020-10-10,
P001442,AC002028,HOLDER,2022-07-30,
P001443,AC002029,HOLDER,2023-06-29,
P001445,AC002030,HOLDER,2026-03-29,
P001446,AC002031,HOLDER,2019-05-25,
P001447,AC002032,HOLDER,2020-08-15,
P001448,AC002033,HOLDER,2014-07-30,
P001449,AC002034,HOLDER,2016-04-15,
P001450,AC002035,HOLDER,2024-12-27,
P001451,AC002036,HOLDER,2019-03-23,
P001453,AC002037,HOLDER,2024-12-05,
P001454,AC002038,HOLDER,2016-08-29,
P001455,AC002039,HOLDER,2020-10-09,
P001456,AC002040,HOLDER,2016-08-06,
P001457,AC002041,HOLDER,2021-03-24,
P001459,AC002042,HOLDER,2021-06-05,
P001460,AC002043,HOLDER,2025-04-29,
P001462,AC002044,HOLDER,2018-04-25,
P001463,AC002045,HOLDER,2017-11-21,
P001464,AC002046,HOLDER,2021-02-01,
P001465,AC002047,HOLDER,2024-02-18,
P001466,AC002048,HOLDER,2025-02-13,
P001468,AC002049,HOLDER,2017-12-30,
P001471,AC002050,HOLDER,2023-05-20,
P001472,AC002051,HOLDER,2021-02-23,
P001474,AC002052,HOLDER,2021-04-04,
P001476,AC002053,HOLDER,2017-02-06,
P001477,AC002054,HOLDER,2015-11-25,
P001479,AC002055,HOLDER,2014-03-17,
P001481,AC002056,HOLDER,2021-12-08,
P001483,AC002057,HOLDER,2017-10-02,
P001484,AC002058,HOLDER,2020-08-26,
P001485,AC002059,HOLDER,2017-09-16,
P001486,AC002060,HOLDER,2016-01-11,
P001487,AC002061,HOLDER,2015-07-05,
P001488,AC002062,HOLDER,2025-04-28,
P001489,AC002063,HOLDER,2014-07-30,
P001490,AC002064,HOLDER,2015-05-22,
P001491,AC002065,HOLDER,2025-11-10,
P001492,AC002066,HOLDER,2013-10-02,
P001493,AC002067,HOLDER,2017-12-12,
P001497,AC002068,HOLDER,2019-04-20,
P001498,AC002069,HOLDER,2024-10-29,
P001499,AC002070,HOLDER,2022-07-26,
P001500,AC002071,HOLDER,2024-06-30,
P000726,AC000947,OPERATES_AS_MANDATE_HOLDER,2019-08-17,
P000550,AC000659,OPERATES_AS_MANDATE_HOLDER,2015-08-22,
P000278,AC000584,OPERATES_AS_MANDATE_HOLDER,2021-03-11,
P000645,AC001247,OPERATES_AS_MANDATE_HOLDER,2019-11-29,
P000680,AC000521,OPERATES_AS_MANDATE_HOLDER,2014-11-13,
P000299,AC001158,OPERATES_AS_MANDATE_HOLDER,2023-08-26,
P000136,AC000863,OPERATES_AS_MANDATE_HOLDER,2014-05-08,
P000731,AC000988,OPERATES_AS_MANDATE_HOLDER,2023-07-17,
P000727,AC000272,OPERATES_AS_MANDATE_HOLDER,2019-02-12,
P000443,AC000174,OPERATES_AS_MANDATE_HOLDER,2013-04-05,
P000294,AC001537,OPERATES_AS_MANDATE_HOLDER,2018-06-30,
P000518,AC000754,OPERATES_AS_MANDATE_HOLDER,2024-08-08,
P000565,AC001208,OPERATES_AS_MANDATE_HOLDER,2022-02-17,
P000548,AC000897,OPERATES_AS_MANDATE_HOLDER,2019-08-31,
P000055,AC001179,OPERATES_AS_MANDATE_HOLDER,2024-01-17,
P000596,AC000180,OPERATES_AS_MANDATE_HOLDER,2015-11-07,
P000502,AC001493,OPERATES_AS_MANDATE_HOLDER,2013-03-11,
P000200,AC000949,OPERATES_AS_MANDATE_HOLDER,2021-10-03,
P000809,AC001091,OPERATES_AS_MANDATE_HOLDER,2025-04-21,
P000878,AC001227,OPERATES_AS_MANDATE_HOLDER,2018-07-11,
P000868,AC001198,OPERATES_AS_MANDATE_HOLDER,2015-02-13,
P000560,AC001216,OPERATES_AS_MANDATE_HOLDER,2016-12-27,
P000425,AC000252,OPERATES_AS_MANDATE_HOLDER,2022-05-15,
P000804,AC001117,OPERATES_AS_MANDATE_HOLDER,2014-04-05,
P000721,AC000629,OPERATES_AS_MANDATE_HOLDER,2026-05-24,
P000235,AC000762,OPERATES_AS_MANDATE_HOLDER,2023-05-06,
P000516,AC000116,OPERATES_AS_MANDATE_HOLDER,2014-10-30,
P000059,AC000350,OPERATES_AS_MANDATE_HOLDER,2014-10-26,
